game_pk,condition,temp,wind,venue,venue_id
716806,Cloudy,78,"5 mph, Out To LF",Citizens Bank Park,2681
717022,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
717109,Clear,84,"8 mph, R To L",Angel Stadium,1
717201,Sunny,69,"9 mph, Out To RF",Rogers Centre,14
717278,Overcast,81,"5 mph, Out To CF",Angel Stadium,1
717381,Sunny,83,"8 mph, Out To CF",Angel Stadium,1
717533,Clear,69,"11 mph, Out To LF",Angel Stadium,1
717616,Sunny,73,"10 mph, In From CF",Coors Field,19
717792,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717861,Cloudy,65,"8 mph, Out To CF",Angel Stadium,1
717959,Clear,73,"9 mph, In From LF",Guaranteed Rate Field,4
718034,Cloudy,64,"8 mph, R To L",Angel Stadium,1
718128,Sunny,67,"8 mph, Out To CF",Oriole Park at Camden Yards,2
718205,Overcast,70,"1 mph, In From RF",Progressive Field,5
718294,Partly Cloudy,65,"9 mph, Out To CF",Angel Stadium,1
718576,Cloudy,56,"4 mph, In From RF",Fenway Park,3
718657,Clear,63,"8 mph, Out To CF",Angel Stadium,1
718734,Partly Cloudy,56,"14 mph, Out To RF",Oakland Coliseum,10
717472,Dome,72,"0 mph, None",Tropicana Field,12
716413,Clear,68,"0 mph, None",Rogers Centre,14
716492,Clear,68,"7 mph, Out To RF",Yankee Stadium,3313
716579,Clear,70,"5 mph, In From LF",PNC Park,31
716646,Cloudy,70,"6 mph, Varies",Yankee Stadium,3313
716711,Partly Cloudy,87,"6 mph, L To R",Yankee Stadium,3313
716781,Clear,64,"8 mph, L To R",Comerica Park,2394
716854,Dome,72,"0 mph, None",Tropicana Field,12
716943,Partly Cloudy,73,"11 mph, Varies",Yankee Stadium,3313
717011,Roof Closed,72,"0 mph, None",loanDepot park,4169
717088,Partly Cloudy,74,"7 mph, L To R",Guaranteed Rate Field,4
717160,Partly Cloudy,78,"6 mph, R To L",Yankee Stadium,3313
717237,Overcast,84,"5 mph, Varies",Oriole Park at Camden Yards,2
717304,Sunny,79,"5 mph, L To R",Yankee Stadium,3313
717447,Cloudy,83,"7 mph, R To L",Yankee Stadium,3313
717524,Cloudy,83,"11 mph, Out To RF",Busch Stadium,2889
717622,Partly Cloudy,79,"6 mph, Varies",Yankee Stadium,3313
717684,Partly Cloudy,72,"9 mph, L To R",Yankee Stadium,3313
717841,Cloudy,68,"6 mph, Calm",Yankee Stadium,3313
717905,Sunny,72,"8 mph, Out To RF",Dodger Stadium,22
717995,Sunny,76,"7 mph, In From RF",Yankee Stadium,3313
718058,Clear,63,"10 mph, R To L",Yankee Stadium,3313
718134,Roof Closed,68,"0 mph, None",Rogers Centre,14
718210,Clear,82,"9 mph, R To L",Yankee Stadium,3313
718271,Dome,72,"0 mph, None",Tropicana Field,12
718339,Partly Cloudy,55,"13 mph, R To L",Yankee Stadium,3313
718397,Partly Cloudy,67,"8 mph, In From LF",Globe Life Field,5325
718476,Sunny,60,"16 mph, In From RF",Yankee Stadium,3313
718557,Cloudy,65,"6 mph, R To L",Yankee Stadium,3313
718626,Clear,59,"5 mph, Out To RF",Progressive Field,5
718699,Drizzle,48,"15 mph, L To R",Yankee Stadium,3313
718781,Sunny,39,"13 mph, L To R",Yankee Stadium,3313
717290,Partly Cloudy,87,"4 mph, Out To LF",Nationals Park,3309
717612,Partly Cloudy,59,"13 mph, Out To CF",Oracle Park,2395
717688,Clear,61,"20 mph, Out To CF",Oracle Park,2395
717767,Partly Cloudy,84,"8 mph, Out To CF",Busch Stadium,2889
717823,Partly Cloudy,60,"16 mph, Out To CF",Oracle Park,2395
717890,Sunny,62,"9 mph, Out To CF",Oracle Park,2395
718047,Cloudy,70,"11 mph, In From CF",Target Field,3312
718105,Partly Cloudy,57,"16 mph, Out To CF",Oracle Park,2395
718184,Roof Closed,78,"0 mph, None",Chase Field,15
718260,Partly Cloudy,57,"16 mph, Out To CF",Oracle Park,2395
718337,Cloudy,76,"7 mph, Out To LF",Minute Maid Park,2392
718423,Partly Cloudy,62,"11 mph, Out To CF",Oracle Park,2395
718480,Partly Cloudy,62,"8 mph, Out To CF",Oracle Park,2395
718571,Partly Cloudy,76,"4 mph, In From CF",Comerica Park,2394
718643,Partly Cloudy,65,"7 mph, Out To RF",Oracle Park,2395
718730,Cloudy,57,"9 mph, In From LF",Guaranteed Rate Field,4
716379,Roof Closed,55,"0 mph, Calm",T-Mobile Park,680
716446,Roof Closed,74,"0 mph, None",Globe Life Field,5325
716519,Roof Closed,74,"0 mph, None",Globe Life Field,5325
716587,Clear,65,"8 mph, Out To CF",Rogers Centre,14
717354,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717471,Partly Cloudy,88,"3 mph, Out To LF",Fenway Park,3
717542,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717675,Clear,72,"14 mph, L To R",Guaranteed Rate Field,4
717751,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717813,Dome,72,"0 mph, None",Tropicana Field,12
717894,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717979,Sunny,80,"6 mph, L To R",Comerica Park,2394
718126,Roof Closed,74,"0 mph, None",Globe Life Field,5325
718217,Clear,60,"11 mph, Out To RF",Oakland Coliseum,10
718275,Partly Cloudy,66,"10 mph, R To L",Angel Stadium,1
718374,Roof Closed,74,"0 mph, None",Globe Life Field,5325
718445,Partly Cloudy,51,"7 mph, Out To CF",Great American Ball Park,2602
718522,Clear,80,"15 mph, R To L",Kauffman Stadium,7
718595,Clear,75,"12 mph, Varies",Globe Life Field,5325
718675,Sunny,43,"11 mph, In From RF",Wrigley Field,17
718752,Sunny,71,"8 mph, In From CF",Globe Life Field,5325
716400,Cloudy,65,"10 mph, Out To LF",Target Field,3312
716465,Cloudy,71,"12 mph, In From LF",Target Field,3312
716542,Cloudy,64,"4 mph, Out To RF",Guaranteed Rate Field,4
716629,Partly Cloudy,72,"6 mph, Out To LF",Target Field,3312
716717,Clear,86,"3 mph, In From CF",Progressive Field,5
716784,Partly Cloudy,74,"7 mph, In From CF",Target Field,3312
716850,Partly Cloudy,84,"11 mph, Out To RF",Target Field,3312
716936,Clear,90,"8 mph, Out To CF",Target Field,3312
717009,Partly Cloudy,86,"13 mph, L To R",Citizens Bank Park,2681
717076,Clear,82,"11 mph, R To L",Comerica Park,2394
717145,Cloudy,83,"5 mph, In From RF",Busch Stadium,2889
717232,Clear,97,"11 mph, R To L",Kauffman Stadium,7
717293,Cloudy,77,"6 mph, Out To CF",Target Field,3312
717365,Partly Cloudy,70,"8 mph, In From LF",T-Mobile Park,680
717446,Partly Cloudy,76,"9 mph, Out To RF",Target Field,3312
717529,Cloudy,84,"2 mph, Out To LF",Oriole Park at Camden Yards,2
717609,Partly Cloudy,88,"13 mph, R To L",Truist Park,4705
717665,Partly Cloudy,90,"5 mph, Out To LF",Target Field,3312
717752,Clear,71,"10 mph, In From RF",Target Field,3312
717835,Cloudy,70,"19 mph, In From LF",Rogers Centre,14
717913,Clear,88,"7 mph, In From CF",Target Field,3312
717968,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
718136,Sunny,69,"6 mph, Out To CF",Dodger Stadium,22
718209,Overcast,69,"9 mph, In From CF",Target Field,3312
718285,Cloudy,62,"13 mph, In From CF",Progressive Field,5
718362,Cloudy,45,"18 mph, Out To RF",Target Field,3312
718442,Partly Cloudy,49,"7 mph, In From LF",Target Field,3312
718605,Sunny,76,"14 mph, Out To LF",Target Field,3312
718684,Sunny,47,"10 mph, R To L",Target Field,3312
718751,Sunny,55,"12 mph, L To R",Kauffman Stadium,7
716385,Clear,66,"4 mph, In From RF",American Family Field,32
716493,Cloudy,69,"4 mph, In From CF",Wrigley Field,17
716558,Roof Closed,79,"0 mph, None",Chase Field,15
716638,Sunny,75,"6 mph, In From RF",Wrigley Field,17
716708,Partly Cloudy,84,"14 mph, Out To LF",Wrigley Field,17
716779,Partly Cloudy,67,"16 mph, L To R",Wrigley Field,17
716862,Partly Cloudy,80,"9 mph, Out To LF",PNC Park,31
716917,Sunny,85,"7 mph, In From RF",Wrigley Field,17
716986,Clear,71,"3 mph, In From LF",Wrigley Field,17
717062,Partly Cloudy,84,"10 mph, Out To RF",Citi Field,3289
717141,Partly Cloudy,82,"12 mph, In From CF",Wrigley Field,17
717195,Partly Cloudy,86,"4 mph, In From LF",Busch Stadium,2889
717263,Clear,86,"9 mph, Varies",Guaranteed Rate Field,4
717336,Partly Cloudy,77,"8 mph, R To L",Wrigley Field,17
717419,Cloudy,86,"7 mph, Out To RF",Wrigley Field,17
717433,Cloudy,79,"10 mph, Out To LF",Yankee Stadium,3313
717567,Cloudy,76,"4 mph, Out To CF",Wrigley Field,17
717744,Cloudy,57,"12 mph, In From LF",Wrigley Field,17
717826,Cloudy,60,"10 mph, Out To CF",Oracle Park,2395
717880,Partly Cloudy,63,"8 mph, L To R",Petco Park,2680
717961,Partly Cloudy,71,"4 mph, In From CF",Wrigley Field,17
716389,Clear,87,"10 mph, R To L",Kauffman Stadium,7
716455,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
716547,Sunny,73,"8 mph, L To R",Kauffman Stadium,7
716631,Partly Cloudy,65,"8 mph, L To R",Guaranteed Rate Field,4
716688,Clear,79,"10 mph, R To L",Kauffman Stadium,7
716764,Clear,87,"7 mph, R To L",Kauffman Stadium,7
716832,Partly Cloudy,79,"10 mph, L To R",T-Mobile Park,680
716981,Partly Cloudy,76,"4 mph, Varies",Kauffman Stadium,7
717059,Clear,79,"3 mph, Varies",Fenway Park,3
717140,Cloudy,76,"7 mph, Out To CF",Citizens Bank Park,2681
717207,Cloudy,85,"7 mph, L To R",Kauffman Stadium,7
717294,Sunny,84,"6 mph, In From CF",Yankee Stadium,3313
717368,Partly Cloudy,84,"10 mph, In From RF",Kauffman Stadium,7
717469,Overcast,77,"3 mph, L To R",Progressive Field,5
717632,Dome,72,"0 mph, None",Tropicana Field,12
717692,Clear,82,"11 mph, L To R",Comerica Park,2394
717777,Partly Cloudy,77,"8 mph, L To R",Kauffman Stadium,7
717860,Roof Closed,72,"0 mph, None",loanDepot park,4169
718014,Clear,79,"9 mph, In From RF",Kauffman Stadium,7
718104,Sunny,59,"10 mph, L To R",Guaranteed Rate Field,4
718238,Cloudy,69,"25 mph, R To L",Kauffman Stadium,7
718312,Overcast,72,"8 mph, R To L",Kauffman Stadium,7
718387,Overcast,48,"12 mph, In From LF",Target Field,3312
718452,Sunny,76,"9 mph, Out To LF",Angel Stadium,1
718539,Clear,69,"6 mph, L To R",Kauffman Stadium,7
718615,Partly Cloudy,73,"10 mph, In From RF",Globe Life Field,5325
718686,Sunny,51,"12 mph, L To R",Kauffman Stadium,7
718577,Clear,56,"0 mph, Calm",T-Mobile Park,680
716590,Cloudy,76,"8 mph, L To R",Citizens Bank Park,2681
716703,Cloudy,71,"7 mph, L To R",Petco Park,2680
716960,Clear,84,"9 mph, In From LF",Nationals Park,3309
717066,Partly Cloudy,86,"11 mph, Out To RF",Citizens Bank Park,2681
717243,Overcast,78,"5 mph, Out To LF",Comerica Park,2394
717390,Clear,84,"1 mph, L To R",T-Mobile Park,680
717476,Cloudy,80,"8 mph, Out To LF",Comerica Park,2394
717552,Partly Cloudy,66,"4 mph, L To R",Coors Field,19
717621,Partly Cloudy,82,"15 mph, In From CF",Comerica Park,2394
717681,Clear,84,"10 mph, L To R",Comerica Park,2394
717784,Partly Cloudy,73,"9 mph, Out To CF",Comerica Park,2394
717915,Sunny,79,"12 mph, L To R",Guaranteed Rate Field,4
718005,Partly Cloudy,72,"6 mph, In From LF",Comerica Park,2394
718066,Partly Cloudy,77,"6 mph, R To L",Kauffman Stadium,7
718155,Overcast,78,"15 mph, Out To LF",Comerica Park,2394
718248,Clear,60,"0 mph, Calm",Progressive Field,5
718419,Roof Closed,63,"0 mph, None",American Family Field,32
718495,Clear,80,"8 mph, Out To LF",Oriole Park at Camden Yards,2
716383,Partly Cloudy,68,"7 mph, Out To RF",Rogers Centre,14
716463,Dome,72,"0 mph, None",Tropicana Field,12
716548,Sunny,68,"11 mph, Out To CF",Rogers Centre,14
716698,Sunny,70,"8 mph, Out To RF",Oakland Coliseum,10
716759,Clear,95,"9 mph, Out To CF",Coors Field,19
716846,Roof Closed,68,"0 mph, None",Rogers Centre,14
716924,Sunny,89,"6 mph, In From RF",Great American Ball Park,2602
717012,Partly Cloudy,75,"15 mph, None",Rogers Centre,14
717087,Cloudy,70,"9 mph, In From LF",Progressive Field,5
717177,Roof Closed,68,"0 mph, None",Rogers Centre,14
717117,Sunny,75,"14 mph, Varies",Oakland Coliseum,10
717342,Partly Cloudy,82,"5 mph, R To L",Great American Ball Park,2602
717448,Clear,60,"18 mph, Out To CF",Oracle Park,2395
718143,Sunny,60,"12 mph, Varies",Oracle Park,2395
718267,Partly Cloudy,60,"7 mph, Out To CF",Oracle Park,2395
718350,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
718455,Partly Cloudy,61,"18 mph, Out To CF",Oracle Park,2395
718558,Sunny,81,"5 mph, R To L",Comerica Park,2394
718747,Sunny,47,"15 mph, L To R",Yankee Stadium,3313
716409,Cloudy,62,"12 mph, In From RF",Citizens Bank Park,2681
716532,Partly Cloudy,73,"6 mph, Out To CF",Truist Park,4705
716618,Partly Cloudy,83,"4 mph, Out To CF",Citizens Bank Park,2681
716691,Sunny,74,"9 mph, L To R",Petco Park,2680
716765,Clear,77,"5 mph, In From RF",American Family Field,32
716847,Partly Cloudy,85,"8 mph, In From CF",Citizens Bank Park,2681
716929,Clear,79,"4 mph, Out To LF",Muncy Bank Ballpark,2735
716990,Roof Closed,68,"0 mph, None",Rogers Centre,14
717082,Cloudy,79,"15 mph, L To R",Citizens Bank Park,2681
717159,Roof Closed,72,"0 mph, None",loanDepot park,4169
717234,Cloudy,90,"7 mph, Out To CF",PNC Park,31
717302,Clear,78,"1 mph, In From RF",Progressive Field,5
717387,Cloudy,77,"3 mph, Calm",Citizens Bank Park,2681
717466,Dome,72,"0 mph, None",loanDepot park,4169
717543,Partly Cloudy,86,"11 mph, Out To CF",Citizens Bank Park,2681
717705,Sunny,68,"15 mph, Out To RF",Oakland Coliseum,10
717775,Roof Closed,74,"0 mph, None",Chase Field,15
717862,Overcast,75,"7 mph, L To R",Citizens Bank Park,2681
717935,Partly Cloudy,90,"7 mph, In From RF",Nationals Park,3309
718073,Cloudy,77,"7 mph, R To L",Citizens Bank Park,2681
718233,Sunny,72,"6 mph, Out To CF",Citizens Bank Park,2681
718372,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
718458,Sunny,63,"13 mph, L To R",Citizens Bank Park,2681
718609,Sunny,84,"15 mph, Out To RF",Citizens Bank Park,2681
718685,Partly Cloudy,57,"10 mph, L To R",Citizens Bank Park,2681
716356,Sunny,80,"3 mph, L To R",Guaranteed Rate Field,4
716427,Partly Cloudy,69,"11 mph, L To R",Guaranteed Rate Field,4
716525,Clear,74,"6 mph, In From LF",Nationals Park,3309
716580,Clear,67,"8 mph, In From LF",Guaranteed Rate Field,4
716658,Cloudy,67,"6 mph, L To R",Comerica Park,2394
718521,Partly Cloudy,73,"12 mph, L To R",Coors Field,19
718607,Partly Cloudy,85,"10 mph, Out To LF",Coors Field,19
718330,Partly Cloudy,63,"9 mph, L To R",Petco Park,2680
718380,Partly Cloudy,64,"8 mph, Out To RF",Oakland Coliseum,10
718554,Partly Cloudy,57,"17 mph, Out To LF",Great American Ball Park,2602
718620,Clear,71,"4 mph, L To R",Truist Park,4705
718716,Cloudy,76,"8 mph, Varies",Great American Ball Park,2602
717668,Sunny,82,"7 mph, In From LF",Comerica Park,2394
717821,Sunny,80,"7 mph, R To L",Comerica Park,2394
717891,Overcast,71,"5 mph, L To R",Guaranteed Rate Field,4
718123,Partly Cloudy,72,"4 mph, Out To LF",Nationals Park,3309
718292,Cloudy,70,"12 mph, R To L",Busch Stadium,2889
718401,Cloudy,63,"11 mph, R To L",Comerica Park,2394
718441,Roof Closed,62,"0 mph, None",American Family Field,32
718530,Cloudy,39,"16 mph, R To L",Comerica Park,2394
718654,Sunny,55,"7 mph, In From CF",Comerica Park,2394
718723,Clear,73,"0 mph, None",Minute Maid Park,2392
716416,Clear,67,"7 mph, In From RF",Oriole Park at Camden Yards,2
716485,Cloudy,68,"19 mph, In From RF",Nationals Park,3309
716543,Partly Cloudy,67,"16 mph, In From LF",American Family Field,32
716635,Clear,77,"3 mph, Out To CF",PNC Park,31
716785,Partly Cloudy,67,"12 mph, In From CF",Rogers Centre,14
716872,Cloudy,74,"9 mph, R To L",Yankee Stadium,3313
717049,Cloudy,74,"6 mph, Out To RF",Citizens Bank Park,2681
717139,Clear,89,"6 mph, Out To RF",Great American Ball Park,2602
717215,Partly Cloudy,79,"8 mph, Out To RF",Citi Field,3289
717282,Partly Cloudy,85,"6 mph, Out To CF",Nationals Park,3309
717353,Clear,73,"9 mph, In From RF",Wrigley Field,17
717432,Cloudy,83,"5 mph, L To R",Nationals Park,3309
717507,Partly Cloudy,83,"3 mph, L To R",Nationals Park,3309
717587,Sunny,72,"0 mph, Calm",T-Mobile Park,680
717642,Clear,66,"11 mph, L To R",Petco Park,2680
717714,Sunny,81,"2 mph, In From RF",Nationals Park,3309
717778,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
717866,Partly Cloudy,77,"2 mph, R To L",Nationals Park,3309
717954,Cloudy,65,"2 mph, Calm",Dodger Stadium,22
718108,Partly Cloudy,78,"7 mph, R To L",Nationals Park,3309
718167,Sunny,76,"6 mph, Out To RF",Nationals Park,3309
718250,Partly Cloudy,57,"17 mph, Out To CF",Oracle Park,2395
718317,Partly Cloudy,60,"9 mph, In From LF",Nationals Park,3309
718454,Cloudy,40,"10 mph, Out To CF",Target Field,3312
718555,Cloudy,79,"2 mph, Out To CF",Nationals Park,3309
718631,Clear,66,"6 mph, Out To CF",Angel Stadium,1
718704,Partly Cloudy,83,"11 mph, Out To CF",Nationals Park,3309
718780,Sunny,45,"8 mph, Out To RF",Nationals Park,3309
717842,Overcast,64,"0 mph, Calm",Progressive Field,5
716366,Roof Closed,63,"0 mph, Calm",T-Mobile Park,680
716724,Roof Closed,74,"0 mph, None",Globe Life Field,5325
716867,Partly Cloudy,84,"10 mph, In From LF",Target Field,3312
716950,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717102,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717168,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717239,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
717316,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717402,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717450,Cloudy,87,"7 mph, R To L",Nationals Park,3309
717520,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717606,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717695,Clear,77,"6 mph, L To R",Guaranteed Rate Field,4
717765,Roof Closed,74,"0 mph, None",Globe Life Field,5325
717827,Dome,72,"0 mph, None",Tropicana Field,12
717912,Roof Closed,72,"0 mph, None",Globe Life Field,5325
718001,Partly Cloudy,78,"9 mph, R To L",Oriole Park at Camden Yards,2
718076,Partly Cloudy,73,"3 mph, Out To CF",Globe Life Field,5325
718172,Sunny,71,"6 mph, Out To RF",Oakland Coliseum,10
718239,Clear,61,"2 mph, Out To RF",T-Mobile Park,680
718325,Partly Cloudy,79,"10 mph, In From RF",Globe Life Field,5325
718469,Roof Closed,74,"0 mph, None",Globe Life Field,5325
718552,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
717019,Partly Cloudy,90,"5 mph, In From RF",Kauffman Stadium,7
717119,Partly Cloudy,84,"11 mph, L To R",Busch Stadium,2889
717322,Partly Cloudy,80,"13 mph, L To R",Wrigley Field,17
717396,Partly Cloudy,77,"8 mph, Out To RF",Busch Stadium,2889
717424,Partly Cloudy,80,"3 mph, Out To RF",Guaranteed Rate Field,4
718041,Partly Cloudy,80,"8 mph, L To R",Great American Ball Park,2602
718113,Overcast,67,"11 mph, Out To RF",Busch Stadium,2889
718272,Cloudy,87,"8 mph, Out To RF",Busch Stadium,2889
718338,Clear,66,"21 mph, Out To RF",Busch Stadium,2889
718481,Cloudy,52,"1 mph, Calm",T-Mobile Park,680
718568,Rain,70,"10 mph, In From RF",Busch Stadium,2889
718629,Clear,75,"6 mph, In From CF",Coors Field,19
718711,Overcast,82,"18 mph, Out To LF",Busch Stadium,2889
716353,Sunny,86,"6 mph, R To L",Busch Stadium,2889
716423,Roof Closed,72,"0 mph, None",American Family Field,32
716557,Cloudy,75,"3 mph, Out To RF",Busch Stadium,2889
716642,Partly Cloudy,76,"4 mph, Varies",Great American Ball Park,2602
716709,Partly Cloudy,84,"4 mph, R To L",Truist Park,4705
716861,Partly Cloudy,85,"4 mph, L To R",Citizens Bank Park,2681
716940,Clear,87,"11 mph, R To L",Busch Stadium,2889
716995,Cloudy,79,"13 mph, Out To RF",Busch Stadium,2889
717085,Dome,72,"0 mph, None",Tropicana Field,12
717174,Partly Cloudy,84,"9 mph, R To L",Busch Stadium,2889
717308,Partly Cloudy,82,"9 mph, Out To LF",Wrigley Field,17
717374,Cloudy,80,"7 mph, Out To RF",Busch Stadium,2889
717407,Partly Cloudy,91,"8 mph, In From RF",Busch Stadium,2889
717445,Cloudy,65,"9 mph, Out To RF",Guaranteed Rate Field,4
717515,Roof Closed,72,"0 mph, None",loanDepot park,4169
717582,Partly Cloudy,91,"11 mph, In From RF",Busch Stadium,2889
717673,Cloudy,64,"16 mph, In From RF",Nationals Park,3309
717743,Cloudy,66,"5 mph, R To L",Citi Field,3289
717817,Sunny,85,"8 mph, In From RF",Busch Stadium,2889
718030,Partly Cloudy,65,"6 mph, Varies",Great American Ball Park,2602
718109,Clear,72,"9 mph, In From LF",Busch Stadium,2889
718256,Cloudy,48,"13 mph, In From LF",Wrigley Field,17
718320,Clear,68,"9 mph, Out To RF",Busch Stadium,2889
718409,Sunny,67,"5 mph, Varies",Oracle Park,2395
718464,Cloudy,59,"6 mph, In From LF",T-Mobile Park,680
718548,Overcast,47,"17 mph, Out To RF",Busch Stadium,2889
718613,Clear,82,"8 mph, In From CF",Coors Field,19
718697,Cloudy,60,"10 mph, Out To RF",Busch Stadium,2889
718772,Sunny,70,"16 mph, Out To LF",Busch Stadium,2889
716849,Partly Cloudy,83,"2 mph, In From CF",Fenway Park,3
716908,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
716982,Cloudy,83,"3 mph, In From CF",Nationals Park,3309
717051,Overcast,77,"3 mph, Out To CF",Fenway Park,3
717136,Overcast,77,"3 mph, Out To CF",Fenway Park,3
717221,Sunny,65,"17 mph, Varies",Oracle Park,2395
717403,Partly Cloudy,83,"8 mph, Out To RF",Wrigley Field,17
717449,Sunny,78,"11 mph, In From RF",Fenway Park,3
717555,Roof Closed,68,"0 mph, None",Rogers Centre,14
717693,Partly Cloudy,89,"10 mph, R To L",Target Field,3312
717794,Partly Cloudy,73,"11 mph, Varies",Fenway Park,3
717873,Partly Cloudy,68,"8 mph, L To R",Progressive Field,5
717948,Clear,79,"2 mph, In From CF",Fenway Park,3
718107,Cloudy,62,"8 mph, L To R",Petco Park,2680
716607,Sunny,60,"4 mph, In From LF",Target Field,3312
716666,Clear,75,"3 mph, Out To LF",Target Field,3312
716752,Roof Closed,74,"0 mph, None",Globe Life Field,5325
716923,Overcast,76,"8 mph, L To R",Target Field,3312
717106,Overcast,74,"8 mph, R To L",Target Field,3312
716469,Sunny,74,"9 mph, R To L",Wrigley Field,17
717188,Clear,74,"3 mph, In From RF",Wrigley Field,17
717474,Partly Cloudy,76,"7 mph, L To R",American Family Field,32
717546,Overcast,73,"2 mph, In From RF",Wrigley Field,17
