owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets,k
FA,Max Kepler,Ari,0.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.48,331.0,drop,4.0,id·vol,1.75,,,18.0,11.0,"{'UTIL', 'OF'}",max kepler
FA,David Fry,Cle,0.1,"['DH', 'UTIL', 'BE', 'IL', 'RF', 'OF', 'LF']",1.43,365.0,drop,5.0,id·vol,0.78,,,8.0,5.0,"{'UTIL', 'OF'}",david fry
FA,Brandon Lockridge,Mil,0.1,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.35,411.0,drop,3.0,id·vol,1.62,,,15.0,9.0,"{'UTIL', 'OF'}",brandon lockridge
FA,Cooper Ingle,Cle,0.1,"['C', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",cooper ingle
FA,Yoan Moncada,LAA,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.28,445.0,drop,3.0,id·vol,1.09,SIXTY_DAY_DL,2026-09-01,7.0,4.0,"{'UTIL', '1B/3B'}",yoan moncada
FA,Nick Yorke,Pit,0.1,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '3B']",1.45,355.0,drop,3.0,id·vol,1.64,,,17.0,10.0,"{'2B/SS', 'UTIL', '1B/3B'}",nick yorke
FA,Kahlil Watson,Cle,0.1,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.33,425.0,drop,3.0,id·vol,1.31,,,12.0,7.0,"{'UTIL', 'OF'}",kahlil watson
FA,Ryan Clifford,NYM,0.1,"['1B', '1B/3B', 'IF', 'LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B', 'OF'}",ryan clifford
FA,Dax Kilby,NYY,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",dax kilby
FA,Luis Hernandez,SF,0.1,"[21, 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",luis hernandez
FA,Pavin Smith,Ari,0.1,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.46,345.0,drop,2.0,id·vol,1.27,,,13.0,8.0,"{'UTIL', '1B/3B'}",pavin smith
FA,Mitch Garver,FA,0.1,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.23,469.0,drop,4.0,id·vol,0.91,,,8.0,5.0,"{'C', 'UTIL'}",mitch garver
FA,Adrian Del Castillo,Ari,0.1,"['DH', 'UTIL', 'BE', 'IL', 'C']",1.52,301.0,hold,6.0,id·vol,1.34,,,14.0,8.0,"{'C', 'UTIL'}",adrian del castillo
FA,Rafael Marchan,Phi,0.1,"['C', 'UTIL', 'BE', 'IL']",1.36,407.0,drop,3.0,id·vol,0.58,TEN_DAY_DL,2026-08-24,6.0,3.0,"{'C', 'UTIL'}",rafael marchan
FA,Tyler Callihan,Pit,0.1,"['2B', '2B/SS', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.21,474.0,drop,3.0,id·vol,0.87,,,7.0,4.0,"{'2B/SS', 'UTIL', 'OF'}",tyler callihan
FA,CJ Kayfus,Cle,0.1,"['1B', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B', 'OF'}",cj kayfus
FA,Jose Siri,LAA,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.47,338.0,drop,5.0,id·vol,1.38,,,14.0,8.0,"{'UTIL', 'OF'}",jose siri
FA,MJ Melendez,NYM,0.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.39,388.0,hold,4.0,id·vol,0.77,,,7.0,4.0,"{'UTIL', 'OF'}",mj melendez
FA,Jorbit Vivas,Wsh,0.1,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.39,387.0,drop,8.0,id·vol,1.89,,,18.0,11.0,"{'2B/SS', 'UTIL', '1B/3B'}",jorbit vivas
FA,Thomas Saggese,StL,0.1,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'LF', 'OF']",1.09,498.0,drop,2.0,id·vol,1.03,,,8.0,5.0,"{'2B/SS', 'UTIL', 'OF'}",thomas saggese
FA,Adael Amador,Col,0.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",adael amador
FA,Andrew McCutchen,FA,0.1,"['DH', 'UTIL', 'BE', 'IL', 'OF']",1.13,495.0,drop,2.0,id·vol,0.43,,,3.0,2.0,"{'UTIL', 'OF'}",andrew mccutchen
FA,Sheng-En Lin,Cin,0.1,"['DH', 'UTIL', 'P', 'SP', 'BE', 'IL']",,,,,NO_DATA,,,,,,{'UTIL'},sheng en lin
FA,Ethan Conrad,ChC,0.1,"['RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",ethan conrad
FA,Grady Emerson,TB,0.1,"[21, 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",grady emerson
FA,Jake Fraley,TB,0.1,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.53,296.0,hold,3.0,id·vol,1.1,SIXTY_DAY_DL,2026-08-28,10.0,6.0,"{'UTIL', 'OF'}",jake fraley
FA,Adam Frazier,LAA,0.1,"['2B', '2B/SS', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",1.24,464.0,drop,3.0,id·vol,1.19,,,10.0,6.0,"{'2B/SS', 'UTIL', 'OF'}",adam frazier
FA,Jahmai Jones,Bos,0.1,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.57,267.0,hold,4.0,id·vol,0.48,,,5.0,3.0,"{'UTIL', 'OF'}",jahmai jones
FA,Ryan Ward,LAD,0.1,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.51,311.0,drop,2.0,id·vol,1.05,,,11.0,6.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",ryan ward
FA,Ben Rortvedt,LAD,0.1,"['C', 'UTIL', 'BE', 'IL']",1.13,,stash,,talent_prior·flat↓,,,,20.0,12.0,"{'C', 'UTIL'}",ben rortvedt
FA,Max Schuemann,NYY,0.1,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'LF', 'RF']",1.35,412.0,drop,2.0,id·vol,0.84,,,8.0,5.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",max schuemann
FA,Nolan Jones,Sea,0.1,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.4,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', 'OF'}",nolan jones
FA,Darell Hernaiz,Oak,0.1,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.28,443.0,drop,4.0,id·vol,1.33,,,12.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",darell hernaiz
FA,Dylan Moore,Phi,0.1,"['2B', 'SS', '2B/SS', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.52,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'2B/SS', 'UTIL', 'OF'}",dylan moore
FA,Tyler Locklear,Ari,0.1,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",tyler locklear
FA,Druw Jones,Ari,0.1,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",druw jones
FA,Xavier Isaac,TB,0.1,"['DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,{'UTIL'},xavier isaac
FA,Jefferson Rojas,ChC,0.1,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",jefferson rojas
FA,Cam Cannarella,Mia,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",cam cannarella
FA,Travis d'Arnaud,LAA,0.1,"['C', 'UTIL', 'BE', 'IL']",1.17,490.0,drop,1.0,id·vol,0.95,,,8.0,5.0,"{'C', 'UTIL'}",travis darnaud
FA,Will Benson,Cin,0.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.32,430.0,drop,3.0,id·vol,0.72,,,7.0,4.0,"{'UTIL', 'OF'}",will benson
FA,Ramon Urias,StL,0.1,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.56,276.0,hold,2.0,id·vol,1.2,,,13.0,8.0,"{'2B/SS', 'UTIL', '1B/3B'}",ramon urias
FA,Heston Kjerstad,Bal,0.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",heston kjerstad
FA,Tyler Black,Mil,0.1,"['1B', '1B/3B', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B', 'OF'}",tyler black
FA,LaMonte Wade Jr.,Hou,0.1,"['1B', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.24,463.0,drop,3.0,id·vol,1.54,,,13.0,8.0,"{'UTIL', '1B/3B', 'OF'}",lamonte wade
FA,Blake Burke,Mil,0.1,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",blake burke
FA,Justin Gonzales,Bos,0.1,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",justin gonzales
FA,Angeibel Gomez,KC,0.1,"[21, 'CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",angeibel gomez
FA,Vahn Lackey,Min,0.1,"['C', 21, 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",vahn lackey
FA,J.C. Escarra,NYY,0.1,"['C', 'UTIL', 'BE', 'IL']",1.34,422.0,drop,3.0,id·vol,0.91,,,8.0,5.0,"{'C', 'UTIL'}",jc escarra
FA,Everson Pereira,StL,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.17,489.0,drop,3.0,id·vol,1.87,TEN_DAY_DL,2026-09-01,11.0,6.0,"{'UTIL', 'OF'}",everson pereira
FA,Rob Refsnyder,FA,0.1,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.28,448.0,drop,3.0,id·vol,0.7,,,6.0,4.0,"{'UTIL', 'OF'}",rob refsnyder
FA,Jose Tena,Wsh,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH', '2B', '2B/SS', 'OF', 'LF']",1.42,369.0,hold,8.0,id·vol,1.71,,,17.0,10.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",jose tena
FA,Nelson Velazquez,Hou,0.1,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL', 'LF']",1.57,263.0,hold,3.0,id·vol,0.97,,,11.0,6.0,"{'UTIL', 'OF'}",nelson velazquez
FA,Jeferson Quero,Mil,0.1,"['C', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",jeferson quero
FA,James Outman,Det,0.1,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.09,497.0,drop,4.0,id·vol,0.72,,,5.0,3.0,"{'UTIL', 'OF'}",james outman
FA,Kris Bryant,Col,0.1,"['DH', 'UTIL', 'BE', 'IL']",1.25,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-10-19,0.0,0.0,{'UTIL'},kris bryant
FA,Petey Halpin,Cle,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.5,315.0,drop,5.0,id·vol,1.35,,,14.0,8.0,"{'UTIL', 'OF'}",petey halpin
FA,Oswaldo Cabrera,NYY,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.48,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', '1B/3B'}",oswaldo cabrera
FA,Jace Jung,Det,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",jace jung
FA,Leo Rivas,Sea,0.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B', 'SS']",1.2,479.0,drop,3.0,id·vol,1.37,,,11.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",leo rivas
FA,Yohandy Morales,Wsh,0.1,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",yohandy morales
FA,James Triantos,ChC,0.1,"['2B', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', 'OF'}",james triantos
FA,Jonny Farmelo,Sea,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",jonny farmelo
FA,Ike Irish,Bal,0.1,"['C', '1B', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL', '1B/3B', 'OF'}",ike irish
FA,Jaison Chourio,Cle,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",jaison chourio
FA,Juneiker Caceres,Cle,0.1,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",juneiker caceres
FA,Jhonny Level,SF,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",jhonny level
FA,Alan Roden,Min,0.1,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.68,186.0,hold,2.0,id·vol,1.43,,,17.0,10.0,"{'UTIL', 'OF'}",alan roden
FA,Garrett Stubbs,Phi,0.1,"['C', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",garrett stubbs
FA,Jacob Melton,TB,0.1,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",jacob melton
FA,Eric Wagaman,NYM,0.1,"['1B', '1B/3B', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",1.36,403.0,drop,2.0,id·vol,0.64,,,6.0,4.0,"{'UTIL', '1B/3B', 'OF'}",eric wagaman
FA,George Valera,Cle,0.1,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",george valera
FA,Ryan Ritter,Col,0.1,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",ryan ritter
FA,Cam Cauley,Tex,0.1,"['2B', 'SS', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.34,421.0,drop,2.0,id·vol,0.96,,,9.0,5.0,"{'2B/SS', 'UTIL', 'OF'}",cam cauley
FA,Alika Williams,Oak,0.1,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.25,459.0,drop,4.0,id·vol,1.33,,,12.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",alika williams
FA,Nick Allen,Hou,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '2B', '3B', '1B/3B']",1.4,382.0,drop,4.0,id·vol,1.28,,,13.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",nick allen
FA,Christian Koss,SF,0.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.32,433.0,drop,3.0,id·vol,1.89,,,17.0,10.0,"{'2B/SS', 'UTIL', '1B/3B'}",christian koss
FA,Max Anderson,Det,0.1,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', '1B/3B'}",max anderson
FA,Tsung-Che Cheng,Bos,0.1,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', '1B/3B'}",tsung che cheng
FA,Termarr Johnson,Pit,0.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",termarr johnson
FA,Cam Collier,Cin,0.1,"['1B', '3B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",cam collier
FA,Murf Gray,Pit,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",murf gray
FA,Jesus Baez,StL,0.1,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', '1B/3B'}",jesus baez
FA,Joshua Adamczewski,Mil,0.1,"['2B', '2B/SS', 'IF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",joshua adamczewski
FA,Devin Fitz-Gerald,Wsh,0.1,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', '1B/3B'}",devin fitz gerald
FA,Tate Southisene,Atl,0.1,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",tate southisene
FA,Steele Hall,Cin,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",steele hall
FA,Gabriel Rincones Jr.,Phi,0.1,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.29,442.0,drop,2.0,id·vol,1.3,,,12.0,7.0,"{'UTIL', 'OF'}",gabriel rincones
FA,Alejandro Osuna,Tex,0.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.25,462.0,drop,6.0,id·vol,1.26,,,11.0,6.0,"{'UTIL', 'OF'}",alejandro osuna
FA,Colby Thomas,Phi,0.1,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.41,378.0,drop,4.0,id·vol,0.81,,,8.0,5.0,"{'UTIL', 'OF'}",colby thomas
FA,Yohel Pozo,Bal,0.1,"['C', 'UTIL', 'BE', 'IL']",1.57,268.0,drop,2.0,id·vol,0.34,,,4.0,2.0,"{'C', 'UTIL'}",yohel pozo
FA,Cody Freeman,Tex,0.1,"['2B', '2B/SS', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', 'OF'}",cody freeman
FA,Ali Sanchez,NYY,0.1,"['C', 'UTIL', 'BE', 'IL']",1.23,466.0,drop,2.0,id·vol,0.26,,,2.0,1.0,"{'C', 'UTIL'}",ali sanchez
FA,John Rave,KC,0.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.48,330.0,drop,2.0,id·vol,1.48,,,15.0,9.0,"{'UTIL', 'OF'}",john rave
FA,Jhonny Pereda,Sea,0.1,"['C', 'UTIL', 'BE', 'IL']",1.79,120.0,hold,3.0,id·vol,1.09,,,14.0,8.0,"{'C', 'UTIL'}",jhonny pereda
FA,Braden Shewmake,Mil,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B', '2B']",1.4,386.0,drop,3.0,id·vol,1.14,,,11.0,6.0,"{'2B/SS', 'UTIL', '1B/3B'}",braden shewmake
FA,Ronny Simon,Pit,0.1,"['2B', '2B/SS', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', 'OF'}",ronny simon
FA,Jonatan Clase,Tor,0.1,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,TEN_DAY_DL,2026-08-25,,,"{'UTIL', 'OF'}",jonatan clase
FA,Orlando Arcia,Min,0.1,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.36,405.0,drop,2.0,id·vol,0.73,,,7.0,4.0,"{'2B/SS', 'UTIL', '1B/3B'}",orlando arcia
FA,Jeimer Candelario,LAA,0.1,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.59,,stash,,talent_prior·flat↓,,,,28.0,17.0,"{'UTIL', '1B/3B'}",jeimer candelario
FA,Sean Keys,Tor,0.1,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",sean keys
FA,Demetrio Crisantes,Ari,0.1,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', '1B/3B'}",demetrio crisantes
FA,Xavier Neyens,Hou,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",xavier neyens
FA,Daz Cameron,Tor,0.1,"['RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",daz cameron
FA,Luis Carpio,Det,0.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",luis carpio
FA,Ben Malgeri,Det,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.58,260.0,hold,3.0,id·vol,1.2,,,13.0,8.0,"{'UTIL', 'OF'}",ben malgeri
FA,Francisco Renteria,Phi,0.1,"[21, 'CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",francisco renteria
FA,Drew Millas,Wsh,0.1,"['C', 'UTIL', 'BE', 'IL']",1.32,435.0,drop,4.0,id·vol,0.96,TEN_DAY_DL,2026-08-25,8.0,5.0,"{'C', 'UTIL'}",drew millas
FA,Braxton Fulford,Col,0.1,"['C', 'UTIL', 'BE', 'IL', 'DH']",1.21,475.0,drop,2.0,id·vol,0.52,,,4.0,3.0,"{'C', 'UTIL'}",braxton fulford
FA,Robert Hassell III,Pit,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",robert hassell
FA,Felix Reyes,Phi,0.1,"['LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,SIXTY_DAY_DL,2027-02-01,,,"{'UTIL', 'OF'}",felix reyes
FA,Luis Matos,Mil,0.1,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.69,,stash,,talent_prior·flat↓,,,,30.0,17.0,"{'UTIL', 'OF'}",luis matos
FA,Graham Pauley,Mia,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '1B']",1.38,395.0,drop,3.0,id·vol,0.94,,,9.0,5.0,"{'UTIL', '1B/3B'}",graham pauley
FA,Jorge Barrosa,Ari,0.1,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.28,447.0,drop,4.0,id·vol,0.9,,,8.0,5.0,"{'UTIL', 'OF'}",jorge barrosa
FA,Luke Maile,KC,0.1,"['C', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",luke maile
FA,Rikuu Nishida,ChW,0.1,"['2B', '2B/SS', 'IF', 'LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', 'OF'}",rikuu nishida
FA,Jarred Kelenic,Tex,0.1,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.21,477.0,drop,2.0,id·vol,0.78,,,7.0,4.0,"{'UTIL', 'OF'}",jarred kelenic
FA,Enrique Bradfield Jr.,Bal,0.1,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",enrique bradfield
FA,Santiago Espinal,LAD,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS']",1.48,329.0,drop,2.0,id·vol,0.37,,,4.0,2.0,"{'2B/SS', 'UTIL', '1B/3B'}",santiago espinal
FA,Gage Workman,SD,0.1,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', '1B/3B'}",gage workman
FA,Rowdy Tellez,Atl,0.1,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.54,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'UTIL', '1B/3B'}",rowdy tellez
FA,Will Wilson,Sea,0.1,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,SIXTY_DAY_DL,2026-08-30,,,"{'2B/SS', 'UTIL', '1B/3B'}",will wilson
FA,Luis Urias,Tor,0.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.66,206.0,hold,2.0,id·vol,0.78,TEN_DAY_DL,2026-09-11,3.0,2.0,"{'2B/SS', 'UTIL'}",luis urias
FA,Weston Wilson,Sea,0.1,"['LF', 'OF', 'UTIL', 'BE', 'IL', '3B', '1B/3B', 'IF']",1.37,401.0,drop,4.0,id·vol,1.16,,,11.0,6.0,"{'UTIL', '1B/3B', 'OF'}",weston wilson
FA,Michael Toglia,Cin,0.1,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.23,,stash,,talent_prior·flat↓,,TEN_DAY_DL,2026-09-25,0.0,0.0,"{'UTIL', '1B/3B'}",michael toglia
FA,Brooks Baldwin,ChW,0.1,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.37,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-02-01,0.0,0.0,"{'UTIL', 'OF'}",brooks baldwin
FA,Blake Mitchell,KC,0.1,"['C', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",blake mitchell
FA,Bo Davidson,SF,0.1,"['CF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",bo davidson
