batter,annual_rate,total_pa,seasons_used,Apr_rate,Apr_pa,Apr_lift,May_rate,May_pa,May_lift,Jun_rate,Jun_pa,Jun_lift,Jul_rate,Jul_pa,Jul_lift,Aug_rate,Aug_pa,Aug_lift,Sep_rate,Sep_pa,Sep_lift,player_name,team,rank,xfp_rh3_per_game,expected_total_fp_remaining,remaining_weights,ros_weighted_lift_pct
595879,0.2061,3508,7,0.2366,596,14.8,0.1759,722,-14.7,0.2114,577,2.6,0.2161,597,4.8,0.1658,579,-19.6,0.2471,437,19.9,Javier Báez,DET,260.0,1.44,99.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.9
446334,0.2558,1556,5,0.2656,320,3.8,0.3008,359,17.6,0.2481,258,-3.0,,0,,0.2962,260,15.8,0.1783,359,-30.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.9
521692,0.2759,3450,6,0.303,495,9.8,0.2539,634,-8.0,0.1946,591,-29.5,0.3101,474,12.4,0.2915,669,5.6,0.3135,587,13.6,Salvador Perez,KC,138.0,1.71,202.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.9
645277,0.3256,3974,7,0.3674,724,12.8,0.2618,829,-19.6,0.3456,735,6.1,0.3056,576,-6.2,0.3134,568,-3.8,0.3745,542,15.0,Ozzie Albies,ATL,47.0,1.93,245.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.0
650333,0.3905,3270,6,0.4276,456,9.5,0.3867,512,-1.0,0.41,522,5.0,0.387,553,-0.9,0.3449,661,-11.7,0.4028,566,3.2,Luis Arraez,SF,64.0,1.86,213.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.1
543228,0.2304,1749,5,0.2647,238,14.9,0.1531,320,-33.5,0.2222,315,-3.6,0.3035,257,31.7,0.1837,245,-20.3,0.262,374,13.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.1
518934,0.3042,3268,7,0.3185,496,4.7,0.2426,470,-20.3,0.3151,714,3.6,0.3203,512,5.3,0.3197,635,5.1,0.2948,441,-3.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.1
624413,0.3412,3986,6,0.3633,633,6.5,0.3338,665,-2.2,0.3949,633,15.8,0.2948,631,-13.6,0.3324,743,-2.6,0.3304,681,-3.2,Pete Alonso,BAL,41.0,1.96,243.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.1
608671,0.211,839,4,,61,,,158,,0.2286,175,8.3,0.1856,194,-12.0,0.2115,208,0.3,,43,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.1
500871,0.2976,2614,5,0.3556,450,19.5,0.2448,478,-17.8,0.2723,448,-8.5,0.2737,453,-8.0,0.3787,301,27.3,0.2913,484,-2.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.2
641820,0.2534,2731,5,0.2525,499,-0.3,0.297,532,17.2,0.2095,444,-17.3,0.2148,433,-15.2,0.2624,423,3.6,0.2775,400,9.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.2
656555,0.2773,3210,6,0.2908,612,4.9,0.2401,608,-13.4,0.285,614,2.8,0.3636,506,31.2,0.2571,459,-7.3,0.2165,411,-21.9,Rhys Hoskins,CLE,255.0,1.46,117.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.2
656305,0.2542,4158,7,0.283,735,11.3,0.2143,784,-15.7,0.2796,583,10.0,0.2813,679,10.7,0.2721,713,7.0,0.2003,664,-21.2,Matt Chapman,SF,246.0,1.48,176.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.3
676801,0.2092,1310,4,0.2204,186,5.4,0.1801,161,-13.9,0.2383,193,14.0,0.2928,263,40.0,0.1773,282,-15.2,0.1378,225,-34.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.3
545121,0.2905,840,5,,54,,,101,,,129,,,103,,0.3117,231,7.3,0.2613,222,-10.1,Ildemaro Vargas,AZ,28.0,2.03,184.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.4
502054,0.2544,3730,7,0.276,500,8.5,0.2539,634,-0.2,0.2882,642,13.3,0.2321,629,-8.8,0.2367,638,-7.0,0.2445,687,-3.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.4
514917,0.2376,2576,4,0.2264,424,-4.7,0.3326,478,40.0,0.2205,449,-7.2,0.2136,398,-10.1,0.1761,443,-25.9,0.2474,384,4.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.5
572122,0.264,1693,3,,222,,,236,,0.1788,330,-32.3,0.2868,265,8.6,0.351,339,33.0,0.2226,301,-15.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.6
542303,0.2988,3675,7,0.314,672,5.1,0.2933,757,-1.8,0.29,631,-2.9,0.2479,472,-17.0,0.3356,581,12.3,0.3025,562,1.2,Marcell Ozuna,PIT,170.0,1.62,164.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.6
643289,0.2673,1803,6,0.261,249,-2.4,0.3387,313,26.7,0.31,329,16.0,0.2027,296,-24.2,0.2014,288,-24.7,0.2774,328,3.8,Mauricio Dubón,ATL,133.0,1.71,189.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.6
647351,0.2401,1337,5,,159,,0.3466,251,44.4,0.2027,296,-15.6,0.2488,213,3.6,0.2558,215,6.5,0.1478,203,-38.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.7
488726,0.4063,2075,5,0.4101,356,0.9,0.4439,437,9.3,0.3813,396,-6.1,0.4232,293,4.2,0.4373,327,7.6,0.3195,266,-21.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.7
641487,0.2614,3443,7,0.2761,518,5.6,0.2306,555,-11.8,0.2997,684,14.7,0.235,583,-10.1,0.2236,501,-14.5,0.2907,602,11.2,J.P. Crawford,SEA,129.0,1.72,166.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.7
666139,0.189,1476,4,,150,,0.3153,203,66.8,0.1542,253,-18.4,0.1046,325,-44.7,0.2868,265,51.7,0.0929,280,-50.9,Josh Lowe,LAA,241.0,1.49,120.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.8
607043,0.2915,3708,7,0.3224,577,10.6,0.2781,604,-4.6,0.308,552,5.6,0.1917,647,-34.3,0.3281,637,12.5,0.3242,691,11.2,Brandon Nimmo,TEX,68.0,1.85,229.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.8
575929,0.2934,3119,7,0.3227,657,10.0,0.2785,596,-5.1,0.3016,577,2.8,0.2897,573,-1.2,0.2522,452,-14.0,0.3144,264,7.2,Willson Contreras,BOS,106.0,1.77,211.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.9
641432,0.3343,984,5,0.223,139,-33.3,0.3652,282,9.2,0.2979,188,-10.9,,114,,,111,,,150,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-1.9
641313,0.2012,2664,7,0.2193,456,9.0,0.2224,589,10.5,0.1039,462,-48.4,0.2048,415,1.8,0.2512,406,24.9,0.2083,336,3.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.0
573262,0.2559,2829,6,0.2864,398,11.9,0.2489,450,-2.7,0.2248,476,-12.2,0.2298,496,-10.2,0.2674,475,4.5,0.2809,534,9.8,Mike Yastrzemski,ATL,263.0,1.43,131.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.1
621493,0.2619,2585,6,0.2811,402,7.3,0.2906,499,11.0,0.238,500,-9.1,0.2025,400,-22.7,0.2442,385,-6.8,0.3133,399,19.6,Taylor Ward,BAL,84.0,1.8,237.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.1
623912,0.2683,1767,5,,172,,0.248,371,-7.6,0.2888,329,7.6,0.2492,329,-7.1,0.2552,239,-4.9,0.2691,327,0.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.1
671277,0.2784,2069,5,0.3164,256,13.7,0.2951,305,6.0,0.2829,403,1.6,0.2232,336,-19.8,0.2904,334,4.3,0.2736,435,-1.7,Luis García Jr.,WSH,77.0,1.82,172.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.2
444482,0.285,2639,6,0.2848,453,-0.1,0.2619,443,-8.1,0.3253,498,14.2,0.2647,374,-7.1,0.3552,504,24.6,0.1826,367,-35.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.2
680757,0.3496,2497,4,0.3935,399,12.5,0.3188,320,-8.8,0.3826,413,9.4,0.3701,462,5.9,0.2885,468,-17.5,0.3448,435,-1.4,Steven Kwan,CLE,139.0,1.71,208.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.2
606192,0.2298,3791,7,0.2687,469,16.9,0.1983,590,-13.7,0.234,701,1.8,0.2168,655,-5.6,0.2197,710,-4.4,0.2492,666,8.5,Teoscar Hernández,LAD,184.0,1.6,164.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.2
571466,0.1981,1540,4,0.188,266,-5.1,0.1579,304,-20.3,0.1504,246,-24.1,0.1341,179,-32.3,0.3627,295,83.1,0.156,250,-21.2,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.2
664058,0.2931,1774,5,,200,,,215,,,199,,0.3619,315,23.5,0.2547,479,-13.1,0.2432,366,-17.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.2
606115,0.1888,2262,7,0.2247,316,19.0,0.212,349,12.3,0.1345,476,-28.8,0.174,408,-7.8,0.2568,370,36.0,0.1516,343,-19.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.2
657557,0.1857,2617,7,0.2033,482,9.5,0.2518,413,35.6,0.1712,368,-7.8,0.1924,447,3.6,0.1402,592,-24.5,0.1651,315,-11.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.3
542932,0.2148,1271,4,,156,,0.1487,195,-30.8,0.2584,267,20.3,0.1918,146,-10.7,0.2148,256,0.0,0.2231,251,3.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.3
682928,0.262,2004,4,0.3377,308,28.9,0.2275,334,-13.1,0.3677,291,40.4,0.2774,328,5.9,0.1556,392,-40.6,0.245,351,-6.5,CJ Abrams,WSH,39.0,1.97,237.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.4
630105,0.2856,2913,5,0.309,424,8.2,0.25,540,-12.5,0.3115,565,9.1,0.2556,493,-10.5,0.3396,533,18.9,0.2318,358,-18.8,Jake Cronenworth,SD,237.0,1.5,141.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.4
656811,0.2712,2021,7,0.3616,224,33.4,0.2562,363,-5.5,0.3092,249,14.0,0.2581,310,-4.8,0.2402,458,-11.4,0.2566,417,-5.4,Ryan O'Hearn,PIT,45.0,1.93,227.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.5
666185,0.2196,1680,5,0.204,250,-7.1,0.2344,273,6.7,0.2568,370,16.9,0.1848,276,-15.9,0.2524,313,14.9,0.1465,198,-33.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.5
676475,0.334,1434,3,0.2703,222,-19.1,0.3484,221,4.3,,226,,0.4182,275,25.2,0.2832,279,-15.2,0.2559,211,-23.4,Alec Burleson,STL,16.0,2.09,259.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.6
665833,0.1533,1448,3,,204,,,193,,0.1176,238,-23.3,0.1573,267,2.6,0.1618,272,5.5,0.1606,274,4.7,Oneil Cruz,PIT,151.0,1.66,213.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.6
670623,0.3511,1948,4,0.3511,319,-0.0,0.3934,361,12.0,0.4212,368,20.0,0.3514,333,0.1,0.322,295,-8.3,0.2316,272,-34.0,Isaac Paredes,HOU,101.0,1.78,189.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.6
643446,0.36,3269,7,0.4013,451,11.5,0.3258,534,-9.5,0.3165,436,-12.1,0.3422,529,-5.0,0.3847,720,6.9,0.3773,599,4.8,Jeff McNeil,ATH,85.0,1.8,177.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.7
662139,0.2432,2146,5,0.219,274,-10.0,0.2472,449,1.6,0.1246,281,-48.8,0.2138,318,-12.1,0.3075,465,26.4,0.2925,359,20.2,Daulton Varsho,TOR,105.0,1.77,185.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.7
660162,0.21,2681,6,0.2484,310,18.3,0.1585,549,-24.5,0.1652,339,-21.3,0.25,448,19.0,0.144,486,-31.4,0.2933,549,39.7,Yoán Moncada,LAA,281.0,1.4,123.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.8
518792,0.2932,2050,7,0.3058,399,4.3,0.2544,283,-13.2,0.3561,497,21.5,0.2,305,-31.8,0.2837,349,-3.2,0.3226,217,10.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-2.9
663698,0.1572,808,4,0.1491,161,-5.2,0.0398,176,-74.7,,0,,,125,,0.3026,195,92.5,0.0927,151,-41.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.0
669257,0.3402,2675,6,0.3898,354,14.6,0.3917,480,15.1,0.3601,436,5.9,0.3165,436,-7.0,0.3062,552,-10.0,0.2878,417,-15.4,Will Smith,LAD,51.0,1.91,172.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.0
665487,0.3218,2607,5,0.3379,441,5.0,0.3057,435,-5.0,0.4171,525,29.6,0.2949,434,-8.4,0.2466,373,-23.4,0.2957,399,-8.1,Fernando Tatis Jr.,SD,110.0,1.76,206.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.0
605204,0.2319,1544,5,0.3112,241,34.2,0.1897,311,-18.2,0.1991,226,-14.1,0.1969,193,-15.1,0.1877,357,-19.1,0.3426,216,47.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.1
640461,0.1783,1223,4,0.259,166,45.3,0.1579,266,-11.4,0.1016,246,-43.0,0.2454,163,37.7,0.1771,175,-0.6,0.1787,207,0.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.1
622110,0.2381,1264,5,0.24,200,0.8,,152,,,181,,,93,,0.1621,327,-31.9,0.299,311,25.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.1
663757,0.2185,2444,6,0.2543,346,16.4,0.2072,362,-5.2,0.2334,407,6.8,0.2455,440,12.3,0.2401,479,9.9,0.1293,410,-40.8,Trent Grisham,NYY,44.0,1.93,200.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.3
671213,0.2929,891,4,0.248,250,-15.3,,80,,,96,,,77,,,162,,0.2832,226,-3.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.3
677950,0.1751,1302,4,,162,,,156,,0.1935,217,10.5,0.1964,280,12.2,0.1801,272,2.9,0.107,215,-38.9,Alek Thomas,AZ,240.0,1.49,116.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.3
641355,0.3256,3848,7,0.3825,583,17.5,0.3043,585,-6.6,0.3033,633,-6.9,0.3424,660,5.2,0.3406,737,4.6,0.2815,650,-13.5,Cody Bellinger,NYY,10.0,2.16,251.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.3
668942,0.1884,2144,6,0.2771,231,47.0,0.18,439,-4.5,0.1406,377,-25.4,0.2593,297,37.6,0.2036,388,8.1,0.1262,412,-33.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.4
425877,0.2889,1606,4,0.3323,313,15.0,0.2838,222,-1.8,0.2469,239,-14.6,,174,,0.2688,346,-7.0,0.3173,312,9.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.5
673548,0.2834,2195,4,0.3345,290,18.0,0.2655,388,-6.3,0.1795,312,-36.7,0.2373,413,-16.3,0.2958,426,4.4,0.388,366,36.9,Seiya Suzuki,CHC,69.0,1.85,144.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.5
664056,0.2139,2660,7,0.2019,322,-5.6,0.3159,554,47.7,0.1569,408,-26.7,0.2155,399,0.8,0.1913,507,-10.6,0.1745,470,-18.4,Harrison Bader,SF,249.0,1.48,64.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.5
686668,0.149,1517,3,,169,,0.1483,290,-0.5,0.0351,285,-76.4,0.2591,220,73.9,0.1993,306,33.8,0.0769,247,-48.4,Brenton Doyle,COL,313.0,1.27,105.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.6
682626,0.229,939,3,,48,,,149,,0.2597,181,13.4,,153,,0.11,209,-51.9,0.2915,199,27.3,Francisco Alvarez,NYM,165.0,1.63,146.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.7
680869,0.1381,876,3,,84,,,65,,,90,,,151,,,215,,0.1328,271,-3.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.8
669743,0.2696,816,4,,168,,,175,,,55,,,131,,0.2594,212,-3.8,,75,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.8
666969,0.2013,2985,5,0.2374,476,17.9,0.1981,540,-1.6,0.239,544,18.7,0.1594,508,-20.8,0.1825,537,-9.4,0.1895,380,-5.9,Adolis García,PHI,177.0,1.6,180.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-3.9
502110,0.3251,3396,6,0.3747,459,15.3,0.3824,638,17.6,0.3278,659,0.8,0.2448,576,-24.7,0.3376,551,3.8,0.2827,513,-13.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.0
667670,0.279,1939,4,0.4015,264,43.9,0.2507,351,-10.1,0.2181,298,-21.8,0.4173,266,49.6,0.2277,404,-18.4,0.2219,356,-20.5,Brent Rooker,ATH,214.0,1.55,100.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.0
669221,0.2574,2106,6,0.3166,319,23.0,0.2027,365,-21.2,0.2789,355,8.4,0.2913,381,13.2,0.2705,366,5.1,0.1812,320,-29.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.1
672695,0.2872,2037,4,0.3734,241,30.0,0.2688,279,-6.4,0.2633,357,-8.3,0.2812,377,-2.1,0.3015,408,5.0,0.2587,375,-9.9,Geraldo Perdomo,AZ,33.0,1.98,207.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.3
661388,0.3012,2414,5,0.3726,314,23.7,0.2996,454,-0.5,0.1886,440,-37.4,0.326,362,8.2,0.3824,476,27.0,0.2473,368,-17.9,William Contreras,MIL,29.0,2.01,233.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.3
664034,0.2845,2998,6,0.3308,517,16.2,0.2709,609,-4.8,0.269,487,-5.5,0.2117,392,-25.6,0.318,500,11.8,0.2921,493,2.7,Ty France,SD,67.0,1.86,87.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.3
628451,0.2731,1018,5,,101,,0.1992,246,-27.1,,128,,,140,,0.2973,185,8.9,0.2752,218,0.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.3
686217,0.2741,1277,3,,209,,,184,,,196,,,149,,0.3273,275,19.4,0.197,264,-28.1,Sal Frelick,MIL,108.0,1.77,180.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.4
519058,0.2851,1996,5,0.3017,358,5.8,0.3475,377,21.9,0.3436,326,20.5,0.2216,334,-22.3,0.2812,345,-1.4,0.1836,256,-35.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.4
596847,0.2604,1371,5,,121,,0.1928,223,-25.9,0.2844,225,9.2,0.2481,270,-4.7,0.2016,258,-22.6,0.3066,274,17.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.4
609275,0.1382,825,4,,167,,,121,,,65,,,107,,,77,,0.1319,288,-4.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.5
571745,0.2379,2354,6,0.3088,421,29.8,0.188,548,-21.0,0.2096,334,-11.9,0.2379,248,0.0,0.2596,416,9.1,0.2326,387,-2.2,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.6
668709,0.2384,1422,4,,196,,0.3321,262,39.3,0.214,229,-10.2,,183,,0.258,314,8.2,0.1261,238,-47.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.6
516770,0.2667,1635,3,0.2241,299,-16.0,0.1934,331,-27.5,0.1858,339,-30.3,0.371,248,39.1,,219,,,199,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.7
680977,0.3396,1861,4,0.3333,306,-1.8,0.3618,387,6.5,0.3164,433,-6.8,0.2992,361,-11.9,,183,,,191,,Brendan Donovan,SEA,114.0,1.76,105.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.8
